square_item_id,square_variation_id,name,variation_name,display_name,description,price,price_cents,display_price,square_category,kds_category,sort_order,is_visible
NFHUXN3QPQTYH5XZ6LQFBLUA,VG5DXFKU5Z27KXJ5VRVHXHKT,Espresso Frappuccino,Tall,Espresso Frappuccino (Tall),"Rich espresso blended with smooth chocolate and ice, topped with a generous dollop of whipped cream for a refreshing coffee delight.",5.25,525,$5.25,COFFEE,frappuccinos-coffee,0,true
NFHUXN3QPQTYH5XZ6LQFBLUA,HAIV2XRTEKMIG4UJ4FV473OJ,Espresso Frappuccino,Grande,Espresso Frappuccino (Grande),"Rich espresso blended with smooth chocolate and ice, topped with a generous dollop of whipped cream for a refreshing coffee delight.",5.75,575,$5.75,COFFEE,frappuccinos-coffee,0,true
NFHUXN3QPQTYH5XZ6LQFBLUA,WB7LDDOB4CSCNOWHKRVBQIBB,Espresso Frappuccino,Venti,Espresso Frappuccino (Venti),"Rich espresso blended with smooth chocolate and ice, topped with a generous dollop of whipped cream for a refreshing coffee delight.",5.95,595,$5.95,COFFEE,frappuccinos-coffee,0,true
4RQRN5HD4QZ7DHVSGCO6YVOY,OPDMWRALLCWBP3426YEBNENC,Java Chip Frappuccino,Tall,Java Chip Frappuccino (Tall),"Rich coffee flavor blended with chocolate java chips and ice, offering a refreshing and creamy texture. Topped with whipped cream and a mocha drizzle.",5.85,585,$5.85,COFFEE,frappuccinos-coffee,0,true
4RQRN5HD4QZ7DHVSGCO6YVOY,KCORAE2XKZ456TCGPQSS3NXL,Java Chip Frappuccino,Grande,Java Chip Frappuccino (Grande),"Rich coffee flavor blended with chocolate java chips and ice, offering a refreshing and creamy texture. Topped with whipped cream and a mocha drizzle.",6.45,645,$6.45,COFFEE,frappuccinos-coffee,0,true
4RQRN5HD4QZ7DHVSGCO6YVOY,JQAEET4E7CMAH47C3Q54CEET,Java Chip Frappuccino,Venti,Java Chip Frappuccino (Venti),"Rich coffee flavor blended with chocolate java chips and ice, offering a refreshing and creamy texture. Topped with whipped cream and a mocha drizzle.",6.85,685,$6.85,COFFEE,frappuccinos-coffee,0,true
SDZQYCZMADLWLQKK3VENHX2R,RVX4OP6BYKTICUH2TIE6MEF6,Mocha Cookie Crumble,Tall,Mocha Cookie Crumble (Tall),"Frappuccino® Roast coffee, mocha sauce and Frappuccino® chips blended with milk and ice, layered on top of whipped cream and chocolate cookie crumble and topped with vanilla whipped cream, mocha drizzle and even more chocolate cookie crumble. Each sip is as good as the last . . . all the way to the end.",5.85,585,$5.85,COFFEE,frappuccinos-coffee,0,true
SDZQYCZMADLWLQKK3VENHX2R,ACCKMF6UXTJZHEXZ6E5VNUXF,Mocha Cookie Crumble,Grande,Mocha Cookie Crumble (Grande),"Frappuccino® Roast coffee, mocha sauce and Frappuccino® chips blended with milk and ice, layered on top of whipped cream and chocolate cookie crumble and topped with vanilla whipped cream, mocha drizzle and even more chocolate cookie crumble. Each sip is as good as the last . . . all the way to the end.",6.45,645,$6.45,COFFEE,frappuccinos-coffee,0,true
SDZQYCZMADLWLQKK3VENHX2R,ABRZ3K4FCOFAYSX3NNTBHI2O,Mocha Cookie Crumble,Venti,Mocha Cookie Crumble (Venti),"Frappuccino® Roast coffee, mocha sauce and Frappuccino® chips blended with milk and ice, layered on top of whipped cream and chocolate cookie crumble and topped with vanilla whipped cream, mocha drizzle and even more chocolate cookie crumble. Each sip is as good as the last . . . all the way to the end.",6.85,685,$6.85,COFFEE,frappuccinos-coffee,0,true
ODFDD6XMVNMN5NVZF4SCQPJ2,6N72ITH2NYPWHJW4HQ3Q3BNS,Mocha Frappuccino,Tall,Mocha Frappuccino (Tall),"A blend of rich espresso and velvety chocolate, topped with a generous swirl of whipped cream for a creamy finish.",5.65,565,$5.65,COFFEE,frappuccinos-coffee,0,true
ODFDD6XMVNMN5NVZF4SCQPJ2,3DEXWGX5RC44LH7YPCB4PHZG,Mocha Frappuccino,Grande,Mocha Frappuccino (Grande),"A blend of rich espresso and velvety chocolate, topped with a generous swirl of whipped cream for a creamy finish.",6.35,635,$6.35,COFFEE,frappuccinos-coffee,0,true
ODFDD6XMVNMN5NVZF4SCQPJ2,JFZXG7EGDGQRSQXA3EF3FPZT,Mocha Frappuccino,Venti,Mocha Frappuccino (Venti),"A blend of rich espresso and velvety chocolate, topped with a generous swirl of whipped cream for a creamy finish.",6.75,675,$6.75,COFFEE,frappuccinos-coffee,0,true
47WULOY6EDRUJEFTQXAXQSIO,BBDZQED5N6WDPDXUQ3XRTIMP,White Chocolate Mocha Frappuccino,Tall,White Chocolate Mocha Frappuccino (Tall),"A blended coffee drink that combines the flavors of white chocolate, coffee, and milk, topped with whipped cream.",5.65,565,$5.65,COFFEE,frappuccinos-coffee,0,true
47WULOY6EDRUJEFTQXAXQSIO,D2NHOIKZFT5RYHMMZJWR6RJV,White Chocolate Mocha Frappuccino,Grande,White Chocolate Mocha Frappuccino (Grande),"A blended coffee drink that combines the flavors of white chocolate, coffee, and milk, topped with whipped cream.",6.35,635,$6.35,COFFEE,frappuccinos-coffee,0,true
47WULOY6EDRUJEFTQXAXQSIO,QKISBN7HRBNPL3TM2F4AOV5E,White Chocolate Mocha Frappuccino,Venti,White Chocolate Mocha Frappuccino (Venti),"A blended coffee drink that combines the flavors of white chocolate, coffee, and milk, topped with whipped cream.",6.75,675,$6.75,COFFEE,frappuccinos-coffee,0,true
KX5M74O2JDGQTVUFF6YQDENS,52CHCMBTR6ONT35MGHHYPLJ4,Chai Creme Frappuccino,Tall,Chai Creme Frappuccino (Tall),"A blended, iced beverage that combines the spiced flavors of chai tea with a creamy texture.",5.45,545,$5.45,CREME,frappuccinos-creme,0,true
KX5M74O2JDGQTVUFF6YQDENS,KVJ4SWASJ2QSE4S3CEF3XTGA,Chai Creme Frappuccino,Grande,Chai Creme Frappuccino (Grande),"A blended, iced beverage that combines the spiced flavors of chai tea with a creamy texture.",5.95,595,$5.95,CREME,frappuccinos-creme,0,true
KX5M74O2JDGQTVUFF6YQDENS,SJKCE6RBXVQQZ6EORUYDTDYN,Chai Creme Frappuccino,Venti,Chai Creme Frappuccino (Venti),"A blended, iced beverage that combines the spiced flavors of chai tea with a creamy texture.",6.45,645,$6.45,CREME,frappuccinos-creme,0,true
TOPJLAA3EZID7VXGYOGMIWQN,BI4XGAQ5MVSQOTLZH5O3262R,Double Chocolaty Chip Frappuccino,Tall,Double Chocolaty Chip Frappuccino (Tall),"A rich blend of chocolate and milk, combined with ice and topped with whipped cream and chocolate drizzle, featuring an abundance of chocolate chips for an extra burst of chocolaty goodness.",5.45,545,$5.45,CREME,frappuccinos-creme,0,true
TOPJLAA3EZID7VXGYOGMIWQN,DKG7ESRM5QVFHWN2DICEDA4O,Double Chocolaty Chip Frappuccino,Grande,Double Chocolaty Chip Frappuccino (Grande),"A rich blend of chocolate and milk, combined with ice and topped with whipped cream and chocolate drizzle, featuring an abundance of chocolate chips for an extra burst of chocolaty goodness.",5.95,595,$5.95,CREME,frappuccinos-creme,0,true
TOPJLAA3EZID7VXGYOGMIWQN,UTXEFRC5IZ4SWCIE4P42AFQD,Double Chocolaty Chip Frappuccino,Venti,Double Chocolaty Chip Frappuccino (Venti),"A rich blend of chocolate and milk, combined with ice and topped with whipped cream and chocolate drizzle, featuring an abundance of chocolate chips for an extra burst of chocolaty goodness.",6.45,645,$6.45,CREME,frappuccinos-creme,0,true
IXJSYFPZGGPKBXELVYDUPMDT,NWPAGHROCXZQQSWUOUXQ2ZD7,Matcha Creme Frappuccino,Tall,Matcha Creme Frappuccino (Tall),"A luscious blend of rich matcha green tea, velvety milk, and sweetened cream, blended with ice for a refreshing treat, topped with whipped cream.",5.85,585,$5.85,CREME,frappuccinos-creme,0,true
IXJSYFPZGGPKBXELVYDUPMDT,4CPE5ITXUBDRJSZ6VJPSWR5X,Matcha Creme Frappuccino,Grande,Matcha Creme Frappuccino (Grande),"A luscious blend of rich matcha green tea, velvety milk, and sweetened cream, blended with ice for a refreshing treat, topped with whipped cream.",6.45,645,$6.45,CREME,frappuccinos-creme,0,true
IXJSYFPZGGPKBXELVYDUPMDT,MR3EVVN5CHCYMFCQ7DS7IHGN,Matcha Creme Frappuccino,Venti,Matcha Creme Frappuccino (Venti),"A luscious blend of rich matcha green tea, velvety milk, and sweetened cream, blended with ice for a refreshing treat, topped with whipped cream.",6.85,685,$6.85,CREME,frappuccinos-creme,0,true
CYHKUIBWRPAI64D4XIQAQJUQ,YPLBS73FR4YVZJK3TMSMHJIV,Strawberry Frappuccino,Tall,Strawberry Frappuccino (Tall),,5.45,545,$5.45,CREME,frappuccinos-creme,0,true
CYHKUIBWRPAI64D4XIQAQJUQ,BEVVTSEKDA4FJIOZW26YI5QD,Strawberry Frappuccino,Grande,Strawberry Frappuccino (Grande),,5.95,595,$5.95,CREME,frappuccinos-creme,0,true
CYHKUIBWRPAI64D4XIQAQJUQ,3NL33Q6VN5C7PJE27BKA3UFW,Strawberry Frappuccino,Venti,Strawberry Frappuccino (Venti),,6.45,645,$6.45,CREME,frappuccinos-creme,0,true
MB24WMVVJSQBGD3JYI6PTQUM,W7YVLHMZ3OH57K5DW7U5VCXK,Vanilla Bean Frappuccino,Tall,Vanilla Bean Frappuccino (Tall),"A rich blend of real vanilla bean, ice, and milk, delivering a creamy texture and sweet flavor, topped with a dollop of whipped cream.",5.65,565,$5.65,CREME,frappuccinos-creme,0,true
MB24WMVVJSQBGD3JYI6PTQUM,KIDA7JJY26YHHBMYMSVP4UFB,Vanilla Bean Frappuccino,Grande,Vanilla Bean Frappuccino (Grande),"A rich blend of real vanilla bean, ice, and milk, delivering a creamy texture and sweet flavor, topped with a dollop of whipped cream.",6.35,635,$6.35,CREME,frappuccinos-creme,0,true
MB24WMVVJSQBGD3JYI6PTQUM,OFLRS6NJP6WEBCUM3MPCOEV5,Vanilla Bean Frappuccino,Venti,Vanilla Bean Frappuccino (Venti),"A rich blend of real vanilla bean, ice, and milk, delivering a creamy texture and sweet flavor, topped with a dollop of whipped cream.",6.85,685,$6.85,CREME,frappuccinos-creme,0,true
KHDRSQSQBYWY4UH6OD7PWSTJ,RLYB2UYKLD5CMBDQST52QJ6U,AJ - Apple Juice Humankind,Regular,AJ - Apple Juice Humankind,"AJ - Apple Juice by Humankind offers a refreshing taste made from high-quality ingredients, ensuring a pure and satisfying drink. Its convenient pre-packed design makes it perfect for on-the-go enjoyment.",6.95,695,$6.95,Drinks Pre-Packed,drinks-pre-packed,0,true
3H4SCDFBQIWO2GUPZUZBGFFF,FANE3WJTXTTYEE25TBME2EGL,Bubly - assorted - 12 oz,Regular,Bubly - assorted - 12 oz,"Bubly sparkling water offers a variety of refreshing flavors in convenient 12 oz cans, perfect for any occasion. With zero calories and no artificial sweeteners, it's a crisp and guilt-free way to stay hydrated.",1.15,115,$1.15,Drinks Pre-Packed,drinks-pre-packed,0,true
LFAJ4PYNTLORLARDOKGZDHTY,Y2DPXD663HQSVRPZAK6YFWXA,Celsius,Regular,Celsius,"Celsius pre-packed drinks offer refreshing flavors with zero sugar, delivering an energizing boost to fuel your day. Perfect for those seeking a healthier way to stay active and refreshed.",3.95,395,$3.95,Drinks Pre-Packed,drinks-pre-packed,0,true
365BU7ARFV2S2P2JZCWM5PE4,HZQGGNAMVRBPWWVVYO62BVXH,Chobani 20G Protein Yogurt,Regular,Chobani 20G Protein Yogurt,"Chobani 20G Protein Yogurt Drinks offer a convenient, high-protein option perfect for busy lifestyles. Available in a variety of flavors, they deliver both nutrition and taste in every sip.",4.75,475,$4.75,Drinks Pre-Packed,drinks-pre-packed,0,true
XTHNNHLSJJGE2GEVOLWBWEHJ,6FU3PTGMHSFFFOTQJ4VKTVOX,"Clearly Canadian - Sparkling Water, 11 oz",Regular,"Clearly Canadian - Sparkling Water, 11 oz","Refreshing sparkling water infused with natural flavors, presented in a convenient 11 oz bottle.",2.75,275,$2.75,Drinks Pre-Packed,drinks-pre-packed,0,true
H25B35M4JUUUX5UUAEOEPTYS,WDHPUTPJM36YYHV35V3T2Y3L,Coke Bottle,Regular,Coke Bottle,"The Coke Bottle offers a refreshing beverage with its classic taste, packaged conveniently for on-the-go enjoyment. Perfect for any occasion, it delivers the iconic flavor you know and love.",4.95,495,$4.95,Drinks Pre-Packed,drinks-pre-packed,0,true
CMAROOIMUPYR3Q2VGKUA3ZRC,LSPN3BKN4GNWJSROQ5QU2OQH,Coke Zero - can - 12 oz,Regular,Coke Zero - can - 12 oz,"Coke Zero offers the classic, refreshing taste of Coca-Cola with zero sugar in a convenient 12 oz can. Perfect for on-the-go enjoyment or pairing with your favorite meals.",2.95,295,$2.95,Drinks Pre-Packed,drinks-pre-packed,0,true
VLBAOSHPMNHIMIZ4D5F7KWMD,ZJQU3TZ3FG4XUC7DBV7KJSWX,Elite Naturel Cold Pressed Green Smoothie,Regular,Elite Naturel Cold Pressed Green Smoothie,"A vibrant green smoothie made from cold-pressed kale, spinach, cucumber, green apple, and a hint of fresh lemon juice, blended to perfection for a refreshing and nutrient-packed drink.",6.95,695,$6.95,Drinks Pre-Packed,drinks-pre-packed,0,true
PBJDPGLRY45227ZJUQWZH5PK,YB6MGWF6BAS3GXK5BVJENLRP,Elite Naturel Cold Pressed Tropic Sunset Smoothie,Regular,Elite Naturel Cold Pressed Tropic Sunset Smoothie,"A refreshing blend of cold-pressed tropical fruits, including mango, pineapple, and passion fruit, crafted into a silky smoothie that captures the essence of a sunset over the tropics.",6.95,695,$6.95,Drinks Pre-Packed,drinks-pre-packed,0,true
RAAULXXZDIREN72DMXCYZPOK,WW2C66YSYRKF5RXRJRW4636Y,Elite Naturel Cold Pressed Wild Red Smoothie,Regular,Elite Naturel Cold Pressed Wild Red Smoothie,"A vibrant blend of cold-pressed wild berries delivers a smooth texture and rich, natural flavors in every sip. This refreshing smoothie is packed with antioxidants and nutrients.",6.95,695,$6.95,Drinks Pre-Packed,drinks-pre-packed,0,true
YYR65TWWWJ7ZQD2WTSLNJ2X5,YW7YEJAKA5Z63ZNT7NDXPUMU,Gatorade - Assorted - 20 oz,Regular,Gatorade - Assorted - 20 oz,,3.95,395,$3.95,Drinks Pre-Packed,drinks-pre-packed,0,true
PCK4MCSV5HHRGAG7RQNIF3XB,Z2SB2V3TNRXGQSAPKU4T7HZZ,Gatorade Zero - Assorted - 12 oz,Regular,Gatorade Zero - Assorted - 12 oz,"Gatorade Zero offers a replenishing blend of electrolytes with zero sugar, available in a variety of refreshing assorted flavors. Perfect for hydration without the extra calories.",2.95,295,$2.95,Drinks Pre-Packed,drinks-pre-packed,0,true
DD5KRSD7JZXXBGPLF2IP3NRH,O27JVZMPYBJO7X6WP6JJJF3O,Gatorade Zero - Assorted - 20 oz,Regular,Gatorade Zero - Assorted - 20 oz,"Gatorade Zero offers the same electrolyte replenishment you trust, now with zero sugar and a variety of refreshing flavors. Conveniently pre-packed in 20 oz bottles, it's perfect for hydration on the go.",3.95,395,$3.95,Drinks Pre-Packed,drinks-pre-packed,0,true
PQTSLXINBZKLH4GFDRCPC2H2,2DY3JTRU2ZL3E5YGPW774QBM,Joyba Mango Passionfruit Bubble Tea - 12 oz,Regular,Joyba Mango Passionfruit Bubble Tea - 12 oz,,6.00,600,$6.00,Drinks Pre-Packed,drinks-pre-packed,0,true
QPYV6JELMJ5MSZGYO6OIIICI,7W7KEOIH7U6OMMEFWU2Z6LS2,Joyba Raspberry Dragonfruit Bubble Tea - 12 oz,Regular,Joyba Raspberry Dragonfruit Bubble Tea - 12 oz,,6.00,600,$6.00,Drinks Pre-Packed,drinks-pre-packed,0,true
SNHOAIG5MMIM7G6KD2SQEHPT,XUUUOA2I6R7YFZNJBCHLTR7Y,Joyba Strawberry Lemonade Bubble Tea - 12 oz,Regular,Joyba Strawberry Lemonade Bubble Tea - 12 oz,,6.00,600,$6.00,Drinks Pre-Packed,drinks-pre-packed,0,true
LGSCL3LP6Y22LVWMZDBL2WGU,6CYSLB4FHTAP3GY2LNUU46EK,Mini Soda Can - assorted,Regular,Mini Soda Can - assorted,,2.95,295,$2.95,Drinks Pre-Packed,drinks-pre-packed,0,true
