Square Item ID,Name,Category,Active,Product Code
KU6Y6JRIXNIMI37FFLHXABYO,Bubly - assorted - 12 oz,,true,BUBLY_ASSORTED_12_OZ
KWLBML2DPATBJEPFIBHCSMOT,Burrito Bacon,,true,BURRITO_BACON
PSX3ZYZMUIBYO6CAKNDWOWXQ,Burrito Chicken Chorizzo,,true,BURRITO_CHICKEN_CHORIZZO
RUSF7ZKFE663ZAZYQWD3OJIM,Burrito Gluten Free Vegetarian,,true,BURRITO_GLUTEN_FREE_VEGETARIAN
34ILN45J7CBZP2HA53Q3JARY,Burrito Sausage,,true,BURRITO_SAUSAGE
LQEMTQPQVHARR53NS444AZSU,Burrito Vegan Chorizo,,true,BURRITO_VEGAN_CHORIZO
XW4PSETSS7ES5JOLI4V77FQ2,Burrito Veggie Black Bean,,true,BURRITO_VEGGIE_BLACK_BEAN
ELAA3YKAUSRQH2R55N4NS6VX,Butter Croissant,,true,BUTTER_CROISSANT
IZXXNNJ7IYH2Z5XPYOF56OMB,Caesar Salad with Chicken,,true,CAESAR_SALAD_WITH_CHICKEN
LIWXSQMVIGJWEKL4IEPNWPG4,Cake Pop,,true,CAKE_POP
AEYDY64P5JA2IWAVWJ7CAKYD,Cake Pop Apple Spice Cake,,true,CAKE_POP_APPLE_SPICE_CAKE
LATKY2V7RFTEA3DDAFSBBR4K,Cake Pop Birthday Cake,,true,CAKE_POP_BIRTHDAY_CAKE
OFMYDCXJJU5GX63NR3P5HZMU,Cake Pop Chocolate Cake,,true,CAKE_POP_CHOCOLATE_CAKE
MALINW2TGXXJVVBEWCLH4NWY,Cake Pop Cookies & Cream Cake,,true,CAKE_POP_COOKIES_AND_CREAM_CAKE
X4KQOXE6CYREBM4IDTPZMSI4,Cake Pop Strawberry Cake,,true,CAKE_POP_STRAWBERRY_CAKE
MTJ6E7RBFMRGK5A5JO254FUT,Cake Pops 3 for $10,,true,CAKE_POPS_3_FOR_10
LF3NWV6JS3UF7E526OJJDZQA,Celsius,,true,CELSIUS
L36UIAYM25563FVI7OPTDK4V,Chicken Pesto Sandwich,,true,CHICKEN_PESTO_SANDWICH
ZG3OOMQZCJSQ3YGSVXKWAXDB,Chips,,true,CHIPS
TSTH6J37FHIOFULWIOPZE3GE,Chobani 20G Protein Yogurt,,true,CHOBANI_20G_PROTEIN_YOGURT
JA4UR77EH3PVQSR3GPQYROPX,Chocolate chip cookie,,true,CHOCOLATE_CHIP_COOKIE
YKYSBJGNCDMJ7JS3L3LHWZZT,Chocolate coated Almonds,,true,CHOCOLATE_COATED_ALMONDS
BRYU2UUL57H652LOQ2IBBPPS,Chocolate Croissant,,true,CHOCOLATE_CROISSANT
Y7B3AKHDNEVFBAUMFNGEURZY,Chocolate Dipped Strawberries,,true,CHOCOLATE_DIPPED_STRAWBERRIES
OIF7WKM6KSTIGEGL27ICCFES,Chocolate Muffin,,true,CHOCOLATE_MUFFIN
HZT4N45WEMKEV6RREFH232S5,Cinnamon coffee cake,,true,CINNAMON_COFFEE_CAKE
YWMRHRJTTRTQPD2VSFLKDPJD,Cinnamon Roll,,true,CINNAMON_ROLL
MCNMEEMGE5KQFINZQ6IAJVHP,"Clearly Canadian - Sparkling Water, 11 oz",,true,CLEARLY_CANADIAN_SPARKLING_WATER_11_OZ
JJ3IPH5UIQJZZ6CUMX5EYSBA,Coastal Berry,,true,COASTAL_BERRY
F5UJLG45TUZ6QN67LCFIIM5Y,Cobb Salad with Turkey & Bacon,,true,COBB_SALAD_WITH_TURKEY_AND_BACON
4LDENLUSIPMFXA3DJVSFTINE,Coconut Water,,true,COCONUT_WATER
HSOLOJSBXTSHZZ3KVNHYYZTF,Coffee cake,,true,COFFEE_CAKE
EQIGYO6L5OUWXCJYH3KJ3XBY,Coke Bottle,,true,COKE_BOTTLE
PQZ2J5TDBGEG5C6ATNK2RL4Z,Coke Zero - can - 12 oz,,true,COKE_ZERO_CAN_12_OZ
27KX73FQWVNSJ65XYFBA5IUN,Cream cheese 1.5oz,,true,CREAM_CHEESE_1_5OZ
7752NQDQLEPMUMRWBRB344YV,Croissant,,true,CROISSANT
OKWC6AAABGVXWLJXWDJWFQH3,Danish,,true,DANISH
WVHR4EMA4HRFB3KQNFUVLAAL,Danish Almond,,true,DANISH_ALMOND
GAOSDTZ3XUGF5GXBECFDNKPZ,Danish Apple,,true,DANISH_APPLE
UMWD7X2HJ7F65VUP5Q3XLQ35,Danish Blueberry,,true,DANISH_BLUEBERRY
QOH4PJDWEGNYEI4ESDKMEHFQ,Danish Chocolate,,true,DANISH_CHOCOLATE
DHLR2ESM6TFPTVEOQUNOMG65,Danish Cream Cheese,,true,DANISH_CREAM_CHEESE
WPG5OQLMSXYGUDSIU4EXURVI,Danish Lemon,,true,DANISH_LEMON
QPQFKC2N2ORJVTQMEPLFQEWW,Danish Raspberry,,true,DANISH_RASPBERRY
JTNHXTIJCIHLJAZ35J6K5YMI,DOSE Wellness Shot,,true,DOSE_WELLNESS_SHOT
3YCWI23PXRS5VTM7HB4RH5XT,Dubai Chocolate Bar,,true,DUBAI_CHOCOLATE_BAR
GZNMN6QESBBHSAVST6WT7NWA,Edamame Beans,,true,EDAMAME_BEANS
YMHTUL2TIUZAZNDUDQFLZTIT,Egg Bites,,true,EGG_BITES
JDB6AJ22VT3WKRFH5WNR6PZZ,Elite Naturel Cold Pressed Green Smoothie,,true,ELITE_NATUREL_COLD_PRESSED_GREEN_SMOOTHIE
34EZ4B7VZYAHHSMTSI65JMWO,Elite Naturel Cold Pressed Tropic Sunset Smoothie,,true,ELITE_NATUREL_COLD_PRESSED_TROPIC_SUNSET_SMOOTHIE
SOAFX3RSWP7RF5JQPPOEDWEH,Elite Naturel Cold Pressed Wild Red Smoothie,,true,ELITE_NATUREL_COLD_PRESSED_WILD_RED_SMOOTHIE
EDRNZDVT6PUDALQJ5MNIUFTK,Empanada - Beef,,true,EMPANADA_BEEF
A2OIVYDHTN3H44LDJA4EL3BL,Empanada - Chicken,,true,EMPANADA_CHICKEN
7BXKX4UXOKS2QY5NV6KLF6CY,Empanada - Ham & Cheese,,true,EMPANADA_HAM_AND_CHEESE
ZOJP4ZPIJQT5DJYYLOEIAAIY,Empanada - Spinach,,true,EMPANADA_SPINACH
DQREMNMYOEZ3V76HYLLHWEP7,Everything Bagel,,true,EVERYTHING_BAGEL
VQLULL7GKGTZOZV5BPBUISNM,Fig Bar,,true,FIG_BAR
KTRBF6GI5K7W7VWYEYH373VC,Freshly Brewed Coffee,,true,FRESHLY_BREWED_COFFEE
UK4O2S44WKE34CWR3OQSGI6E,Gatorade - Assorted - 20 oz,,true,GATORADE_ASSORTED_20_OZ
R7LWYKLSFBSSZBA4ZEGEHYAM,Gatorade Zero - Assorted - 20 oz,,true,GATORADE_ZERO_ASSORTED_20_OZ
ZQIXGCWO2JYAYQKRH6HSBR7V,Gluten free bread,,true,GLUTEN_FREE_BREAD
N5RPVDND4PPWEWOQ7ITRPQP7,Granola Bar,,true,GRANOLA_BAR
UNBJDWA2CEFFHRQUDWWIGEVW,Hershey’s Chocolate Milk,,true,HERSHEY_S_CHOCOLATE_MILK
UVLSRPLO7TLEHXLHQZPMVMJE,Hint water,,true,HINT_WATER
S5WPSZOXVBZACGQ55DY4MAU6,Honest Kids Drink,,true,HONEST_KIDS_DRINK
7TZIVQYZHN4R4VFLS3Q7HXQU,Ice Cream,,true,ICE_CREAM
NR6FEV2KS47VHBQCIBIMU4L4,Ice Cream - Cookie Dough,,true,ICE_CREAM_COOKIE_DOUGH
OWJ47VP62ARIUYQXRA5UK2TB,Ice Cream - Salty O,,true,ICE_CREAM_SALTY_O
KO6BHB2WHEM7XKXE3YOULNDW,Ice Cream - Space Junkie,,true,ICE_CREAM_SPACE_JUNKIE
V6WJBXB2ULODMJ4UFBOXOUF4,Ice Cream - Vanilla,,true,ICE_CREAM_VANILLA
RLRHN6VUIMUKFVZILCT5ZJG2,Ice Cream (bulk) - Vegan Chocolate Salty O,,true,ICE_CREAM_BULK_VEGAN_CHOCOLATE_SALTY_O
2QCR77377C62YQLJBVYQUWNS,Izze Sparkling Water,,true,IZZE_SPARKLING_WATER
UOVT4DRMOKZYZNMGNSBAO5YU,Joyba Mango Passionfruit Bubble Tea - 12 oz,,true,JOYBA_MANGO_PASSIONFRUIT_BUBBLE_TEA_12_OZ
WOIUZ545ZTL7NK66UZCTPGNB,Joyba Raspberry Dragonfruit Bubble Tea - 12 oz,,true,JOYBA_RASPBERRY_DRAGONFRUIT_BUBBLE_TEA_12_OZ
JJM43APHHVFJVMWGCIIKEI4Y,Joyba Strawberry Lemonade Bubble Tea - 12 oz,,true,JOYBA_STRAWBERRY_LEMONADE_BUBBLE_TEA_12_OZ
F2AAYYGC6YALGU2GW37XNPHF,Kind Bar,,true,KIND_BAR
N2TGAM7G6TS2ORQS7MP3UBUZ,Kind Bar Mini,,true,KIND_BAR_MINI
NDKBP522SYQ7US6XKHAHXLR5,Lemon Poppy Muffin,,true,LEMON_POPPY_MUFFIN
XFPFEZWCB5ODF65LEKWDCMCK,Lemon poppy seed bread,,true,LEMON_POPPY_SEED_BREAD
EBMUUXZVYNERLCRTCBWGUQYY,Mini Danish,,true,MINI_DANISH
77RDGI3SQOEQWSFJOB5LFIG3,Mini Soda Can - assorted,,true,MINI_SODA_CAN_ASSORTED
KOI3OOGMIZZ5B5L3PTK3WP3Z,Oatmeal,,true,OATMEAL
MUZVA7CLVLC75TPPXMYZ5TY4,OJ - Orange Juice Humankind,,true,OJ_ORANGE_JUICE_HUMANKIND
RFPWFCBLFT6PY5TSPG6JRM3U,Patter Bar Blueberry Lemon,,true,PATTER_BAR_BLUEBERRY_LEMON
ROO7MJMABDC4LA3MVZXJUODP,Patter Bar Chocolate Banana,,true,PATTER_BAR_CHOCOLATE_BANANA
SBDQ3KG4KGZZFY477C7CIRMO,Pistachios,,true,PISTACHIOS
DCVOYH735ZSQFOSSUD4BRHDT,Plain Bagel,,true,PLAIN_BAGEL
QR7S6MYL7BW23K5753D2DLTM,Pumpkin bread,,true,PUMPKIN_BREAD
22YBHYEDYO2ONCSSPSXG62QD,Pure Life Purified Water 16.9 oz,,true,PURE_LIFE_PURIFIED_WATER_16_9_OZ
D5ZAN4LW6L5FRB5XAMFWY6XZ,Quart - Ice Cream,,true,QUART_ICE_CREAM
B6D4VEJNWEO3O6WXNHN4NRM7,Quinoa Salad,,true,QUINOA_SALAD
FCDUEMQ2Q22KT6KVDMIJ67JD,Raspberry Croissant,,true,RASPBERRY_CROISSANT
4WDNNM46FRJ2RZNKUXPYSREM,Red Bull 8.4,,true,RED_BULL_8_4
FWKNJAN3RBUZFXQYKKU2NBGC,Rice Krispy,,true,RICE_KRISPY
ULDF7F24BO4V4G7WMPKOQZ3R,Rich Brownies - Crack Brownie,,true,RICH_BROWNIES_CRACK_BROWNIE
RKW2RENP6Y5EDRYGPUT2NE5P,Rich Brownies - M&M Brownie,,true,RICH_BROWNIES_M_AND_M_BROWNIE
7PIBGA3EC7UJN4OH6PORMR5G,Salad Chicken Caesar,,true,SALAD_CHICKEN_CAESAR
2FS5WSCE7JWKMXISH7II7WZC,Salad SantaFe Chicken,,true,SALAD_SANTAFE_CHICKEN
5WVBDQXFTQK44BN474EL657I,Sammies Bacon Sandwich,,true,SAMMIES_BACON_SANDWICH
XJREZD5OXCVXOSQYDBIEV5VL,Sammies Egg & Cheese Sandwich,,true,SAMMIES_EGG_AND_CHEESE_SANDWICH
A7HP3JJ2TEPGJXITXMQIRAS7,Sammies Gluten Free Sandwich,,true,SAMMIES_GLUTEN_FREE_SANDWICH
FAJ3SHJE3B7E2WKIQBB24B4P,Sammies Sausage Sandwich,,true,SAMMIES_SAUSAGE_SANDWICH
FQWPC7NS4VAYUK6FS5EIFFPN,Sammies Turkey Sandwich,,true,SAMMIES_TURKEY_SANDWICH
TURPYHLRNRP4Y4E4DQILDFR4,Savory Croissant,,true,SAVORY_CROISSANT
QAZUH6G3GJSBVYZWIEZLCZZF,Savory Croissant - Bacon Egg & Cheese,,true,SAVORY_CROISSANT_BACON_EGG_AND_CHEESE
6L4JCKLVCOHWVXGCIVGPW4KN,Savory Croissant - Ham & Cheese,,true,SAVORY_CROISSANT_HAM_AND_CHEESE
HT2R6HZ5AGV55TNEJ3X53YCB,Savory Croissant - Spicy Egg & Cheese,,true,SAVORY_CROISSANT_SPICY_EGG_AND_CHEESE
ZO6KMO4MWOWOUTJC74LXZL7A,Scone,,true,SCONE
IMAWFNZY6MKEFV7CSRSLNDU3,Smart Water - 1L Bottle,,true,SMART_WATER_1L_BOTTLE
5EL7ZZ676J7XYPX3VONSDFJN,Snickerdoodle Cookie,,true,SNICKERDOODLE_COOKIE
IN3LKX4JZZLIXJRMOYBYRL3P,Soup of the Day,,true,SOUP_OF_THE_DAY
EGGX7BTQ3UTTIPQYHNJUACCH,Topo Chico,,true,TOPO_CHICO
KBDIGLRBUIH2UXOGWWEVVHA7,Topo Chico - Sparkling Water - 16.9 oz,,true,TOPO_CHICO_SPARKLING_WATER_16_9_OZ
GGTV3TAB47WM7KQKF2D5QQGK,Trail Mix,,true,TRAIL_MIX
5OVVKQ25WRBQN3E6KFC6C3ZO,"V8 +Energy Pomegranate Blueberry Energy Drink, Made with Real Vegetable and Fruit Juices",,true,V8_ENERGY_POMEGRANATE_BLUEBERRY_ENERGY_DRINK_MADE_WITH_REAL_VEGE
R7B55DWT4RKZKL6MR3KLFWAI,Vegan cinnamon coffee cake,,true,VEGAN_CINNAMON_COFFEE_CAKE
NSIHZOF4FOVOSW5NJTVMCF6L,Vegan cream cheese 1.5oz,,true,VEGAN_CREAM_CHEESE_1_5OZ
GQ7GOXCOPQ5SZIRU6OAS4AG2,Vegan pumpkin bread,,true,VEGAN_PUMPKIN_BREAD
TJZXHONKI6CYSJYEL2KNALJ7,Waterloo - Sparkling Water - Assorted - 12 oz,,true,WATERLOO_SPARKLING_WATER_ASSORTED_12_OZ

